design,stage,substep,arm,repeat,call,setup_s,hold_s,passes,last_improving_iter,wns_start_ps,wns_end_ps,endpoints,substep_wall_s,result_sha1,loadavg_at_start,recorded_at
mock-alu,floorplan,2_1_floorplan,base-p0067,3,floorplan_setup,18.38,,1300,1056,-1595.866,-1367.762,1121,21.5,9c04717fcac71859d38c,0.96,2026-09-11T17:01:51
mock-alu,floorplan,2_1_floorplan,base-p006700680069,1,floorplan_setup,17.99,,1300,1056,-1595.866,-1367.762,1121,21.05,9c04717fcac71859d38c,1.00,2026-09-12T00:25:53
mock-alu,floorplan,2_1_floorplan,base-p006700680069,2,floorplan_setup,18.01,,1300,1056,-1595.866,-1367.762,1121,21.1,9c04717fcac71859d38c,0.90,2026-09-12T00:27:36
mock-alu,floorplan,2_1_floorplan,base-p006700680069,3,floorplan_setup,18.18,,1300,1056,-1595.866,-1367.762,1121,21.26,9c04717fcac71859d38c,0.85,2026-09-12T00:28:48
mock-alu,floorplan,2_1_floorplan,base-p0068,1,floorplan_setup,27.46,,1300,1056,-1595.866,-1367.762,1121,30.56,9c04717fcac71859d38c,0.92,2026-09-11T19:37:43
mock-alu,floorplan,2_1_floorplan,base-p0068,2,floorplan_setup,27.27,,1300,1056,-1595.866,-1367.762,1121,30.37,9c04717fcac71859d38c,0.78,2026-09-11T19:38:34
mock-alu,floorplan,2_1_floorplan,base-p0068,3,floorplan_setup,28.05,,1300,1056,-1595.866,-1367.762,1121,31.17,9c04717fcac71859d38c,0.98,2026-09-11T19:40:12
mock-alu,floorplan,2_1_floorplan,base-p0069,1,floorplan_setup,27.91,,1300,1056,-1595.866,-1367.762,1121,31.0,9c04717fcac71859d38c,0.94,2026-09-11T22:03:59
mock-alu,floorplan,2_1_floorplan,base-p0069,2,floorplan_setup,28.01,,1300,1056,-1595.866,-1367.762,1121,31.08,9c04717fcac71859d38c,0.80,2026-09-11T22:05:06
mock-alu,floorplan,2_1_floorplan,base-p0069,3,floorplan_setup,27.49,,1300,1056,-1595.866,-1367.762,1121,30.58,9c04717fcac71859d38c,0.92,2026-09-11T22:06:28
mock-alu,floorplan,2_1_floorplan,base-prof,1,floorplan_setup,27.32,,1300,1056,-1595.866,-1367.762,1121,30.39,9c04717fcac71859d38c,0.96,2026-09-11T00:20:37
mock-alu,floorplan,2_1_floorplan,base-prof,2,floorplan_setup,28.13,,1300,1056,-1595.866,-1367.762,1121,31.26,9c04717fcac71859d38c,0.89,2026-09-11T16:04:04
mock-alu,floorplan,2_1_floorplan,base-prof,3,floorplan_setup,27.83,,1300,1056,-1595.866,-1367.762,1121,30.94,9c04717fcac71859d38c,0.78,2026-09-11T16:05:12
mock-alu,grt,5_1_grt,base,1,setup_hold,89.3,0.07,1400,1214,-297.59,-287.187,342,125.04,75486caa4ea177965096,0.93,2026-09-10T21:23:35
mock-alu,grt,5_1_grt,base,1,post_grt_wns,0.93,,1,0,-290.939,-290.939,137,125.04,75486caa4ea177965096,0.93,2026-09-10T21:23:35
mock-alu,grt,5_1_grt,base-p0067,1,setup_hold,83.64,0.08,1400,1214,-297.59,-287.187,342,118.35,96746f36d5389e0c2d89,0.92,2026-09-11T17:15:06
mock-alu,grt,5_1_grt,base-p0067,1,post_grt_wns,0.9,,1,0,-290.939,-290.939,137,118.35,96746f36d5389e0c2d89,0.92,2026-09-11T17:15:06
mock-alu,grt,5_1_grt,base-p0067,2,setup_hold,83.57,0.08,1400,1214,-297.59,-287.187,342,118.49000000000001,056a6c028a08354f062d,0.80,2026-09-11T17:20:35
mock-alu,grt,5_1_grt,base-p0067,2,post_grt_wns,0.83,,1,0,-290.939,-290.939,137,118.49000000000001,056a6c028a08354f062d,0.80,2026-09-11T17:20:35
mock-alu,grt,5_1_grt,base-p0067,3,setup_hold,84.25,0.08,1400,1214,-297.59,-287.187,342,119.97,96746f36d5389e0c2d89,0.84,2026-09-11T17:25:51
mock-alu,grt,5_1_grt,base-p0067,3,post_grt_wns,0.93,,1,0,-290.939,-290.939,137,119.97,96746f36d5389e0c2d89,0.84,2026-09-11T17:25:51
mock-alu,grt,5_1_grt,base-p006700680069,1,setup_hold,82.68,0.08,1400,1214,-297.59,-287.187,342,117.82,056a6c028a08354f062d,0.95,2026-09-12T00:40:43
mock-alu,grt,5_1_grt,base-p006700680069,1,post_grt_wns,0.87,,1,0,-290.939,-290.939,137,117.82,056a6c028a08354f062d,0.95,2026-09-12T00:40:43
mock-alu,grt,5_1_grt,base-p006700680069,2,setup_hold,82.58,0.08,1400,1214,-297.59,-287.187,342,117.96000000000001,056a6c028a08354f062d,0.90,2026-09-12T00:45:42
mock-alu,grt,5_1_grt,base-p006700680069,2,post_grt_wns,0.93,,1,0,-290.939,-290.939,137,117.96000000000001,056a6c028a08354f062d,0.90,2026-09-12T00:45:42
mock-alu,grt,5_1_grt,base-p006700680069,3,setup_hold,82.9,0.08,1400,1214,-297.59,-287.187,342,118.32,056a6c028a08354f062d,0.79,2026-09-12T00:50:55
mock-alu,grt,5_1_grt,base-p006700680069,3,post_grt_wns,0.88,,1,0,-290.939,-290.939,137,118.32,056a6c028a08354f062d,0.79,2026-09-12T00:50:55
mock-alu,grt,5_1_grt,base-p0068,1,setup_hold,89.16,0.08,1400,1214,-297.59,-287.187,342,124.7,96746f36d5389e0c2d89,0.85,2026-09-11T19:53:50
mock-alu,grt,5_1_grt,base-p0068,1,post_grt_wns,0.91,,1,0,-290.939,-290.939,137,124.7,96746f36d5389e0c2d89,0.85,2026-09-11T19:53:50
mock-alu,grt,5_1_grt,base-p0068,2,setup_hold,89.32,0.08,1400,1214,-297.59,-287.187,342,124.84,056a6c028a08354f062d,0.83,2026-09-11T19:59:25
mock-alu,grt,5_1_grt,base-p0068,2,post_grt_wns,0.89,,1,0,-290.939,-290.939,137,124.84,056a6c028a08354f062d,0.83,2026-09-11T19:59:25
mock-alu,grt,5_1_grt,base-p0068,3,setup_hold,88.74,0.08,1400,1214,-297.59,-287.187,342,124.46,056a6c028a08354f062d,0.88,2026-09-11T20:04:45
mock-alu,grt,5_1_grt,base-p0068,3,post_grt_wns,0.9,,1,0,-290.939,-290.939,137,124.46,056a6c028a08354f062d,0.88,2026-09-11T20:04:45
mock-alu,grt,5_1_grt,base-p0069,1,setup_hold,90.76,0.07,1400,1214,-297.59,-287.187,342,126.77,056a6c028a08354f062d,0.96,2026-09-11T22:17:23
mock-alu,grt,5_1_grt,base-p0069,1,post_grt_wns,0.93,,1,0,-290.939,-290.939,137,126.77,056a6c028a08354f062d,0.96,2026-09-11T22:17:23
mock-alu,grt,5_1_grt,base-p0069,2,setup_hold,88.19,0.07,1400,1214,-297.59,-287.187,342,122.77,056a6c028a08354f062d,0.92,2026-09-11T22:22:27
mock-alu,grt,5_1_grt,base-p0069,2,post_grt_wns,0.91,,1,0,-290.939,-290.939,137,122.77,056a6c028a08354f062d,0.92,2026-09-11T22:22:27
mock-alu,grt,5_1_grt,base-p0069,3,setup_hold,90.89,0.08,1400,1214,-297.59,-287.187,342,126.3,056a6c028a08354f062d,0.89,2026-09-11T22:27:33
mock-alu,grt,5_1_grt,base-p0069,3,post_grt_wns,0.9,,1,0,-290.939,-290.939,137,126.3,056a6c028a08354f062d,0.89,2026-09-11T22:27:33
mock-alu,grt,5_1_grt,base-prof,1,setup_hold,89.2,0.07,1400,1214,-297.59,-287.187,342,124.34,056a6c028a08354f062d,0.91,2026-09-11T00:29:29
mock-alu,grt,5_1_grt,base-prof,1,post_grt_wns,0.88,,1,0,-290.939,-290.939,137,124.34,056a6c028a08354f062d,0.91,2026-09-11T00:29:29
mock-alu,grt,5_1_grt,base-prof,2,setup_hold,90.0,0.08,1400,1214,-297.59,-287.187,342,125.29,056a6c028a08354f062d,0.99,2026-09-11T05:58:25
mock-alu,grt,5_1_grt,base-prof,2,post_grt_wns,0.83,,1,0,-290.939,-290.939,137,125.29,056a6c028a08354f062d,0.99,2026-09-11T05:58:25
mock-alu,grt,5_1_grt,base-prof,3,setup_hold,89.7,0.08,1400,1214,-297.59,-287.187,342,125.04,056a6c028a08354f062d,0.99,2026-09-11T06:03:31
mock-alu,grt,5_1_grt,base-prof,3,post_grt_wns,0.89,,1,0,-290.939,-290.939,137,125.04,056a6c028a08354f062d,0.99,2026-09-11T06:03:31
mock-alu,grt,5_1_grt,noclone-prof,1,setup_hold,87.62,0.08,1385,1188,-297.59,-290.079,342,123.19,f946ebbfc22bb906a3b7,0.91,2026-09-11T06:54:37
mock-alu,grt,5_1_grt,noclone-prof,1,post_grt_wns,0.94,,1,0,-291.268,-291.268,137,123.19,f946ebbfc22bb906a3b7,0.91,2026-09-11T06:54:37
mock-alu,grt,5_1_grt,noclone-prof,2,setup_hold,87.07,0.08,1385,1188,-297.59,-290.079,342,122.6,f946ebbfc22bb906a3b7,0.99,2026-09-11T06:59:40
mock-alu,grt,5_1_grt,noclone-prof,2,post_grt_wns,0.91,,1,0,-291.268,-291.268,137,122.6,f946ebbfc22bb906a3b7,0.99,2026-09-11T06:59:40
mock-alu,grt,5_1_grt,noclone-prof,3,setup_hold,85.89,0.08,1385,1188,-297.59,-290.079,342,121.03,f946ebbfc22bb906a3b7,0.81,2026-09-11T07:04:57
mock-alu,grt,5_1_grt,noclone-prof,3,post_grt_wns,0.89,,1,0,-291.268,-291.268,137,121.03,f946ebbfc22bb906a3b7,0.81,2026-09-11T07:04:57
mock-alu,grt,5_1_grt,nogasp-prof,1,setup_hold,77.48,0.08,1252,1214,-297.59,-287.187,342,112.99000000000001,0b855d25c3146c692a04,0.94,2026-09-11T06:39:32
mock-alu,grt,5_1_grt,nogasp-prof,1,post_grt_wns,0.9,,1,0,-290.939,-290.939,137,112.99000000000001,0b855d25c3146c692a04,0.94,2026-09-11T06:39:32
mock-alu,grt,5_1_grt,nogasp-prof,2,setup_hold,77.35,0.08,1252,1214,-297.59,-287.187,342,112.75999999999999,0b855d25c3146c692a04,0.80,2026-09-11T06:44:40
mock-alu,grt,5_1_grt,nogasp-prof,2,post_grt_wns,0.94,,1,0,-290.939,-290.939,137,112.75999999999999,0b855d25c3146c692a04,0.80,2026-09-11T06:44:40
mock-alu,grt,5_1_grt,nogasp-prof,3,setup_hold,77.19,0.08,1252,1214,-297.59,-287.187,342,112.39,0b855d25c3146c692a04,0.94,2026-09-11T06:49:33
mock-alu,grt,5_1_grt,nogasp-prof,3,post_grt_wns,0.85,,1,0,-290.939,-290.939,137,112.39,0b855d25c3146c692a04,0.94,2026-09-11T06:49:33
mock-alu,grt,5_1_grt,nopostwns-prof,1,setup_hold,89.8,0.08,1400,1214,-297.59,-287.187,342,124.18,9d8d679c2d34fae6ff75,0.96,2026-09-11T15:05:54
mock-alu,grt,5_1_grt,nopostwns-prof,2,setup_hold,89.61,0.08,1400,1214,-297.59,-287.187,342,124.41,9d8d679c2d34fae6ff75,0.88,2026-09-11T15:10:59
mock-alu,grt,5_1_grt,nopostwns-prof,3,setup_hold,89.12,0.08,1400,1214,-297.59,-287.187,342,123.73,f3777c85f5b0bd32c9e5,0.79,2026-09-11T15:16:33
mock-alu,grt,5_1_grt,nounbuf-prof,1,setup_hold,87.69,0.08,1376,1176,-297.59,-289.769,342,123.32,de0534be491b6f4c59e7,0.92,2026-09-11T07:10:00
mock-alu,grt,5_1_grt,nounbuf-prof,1,post_grt_wns,0.9,,1,0,-291.898,-291.898,137,123.32,de0534be491b6f4c59e7,0.92,2026-09-11T07:10:00
mock-alu,grt,5_1_grt,nounbuf-prof,2,setup_hold,87.08,0.08,1376,1176,-297.59,-289.769,342,121.99,de0534be491b6f4c59e7,0.83,2026-09-11T07:15:03
mock-alu,grt,5_1_grt,nounbuf-prof,2,post_grt_wns,0.91,,1,0,-291.898,-291.898,137,121.99,de0534be491b6f4c59e7,0.83,2026-09-11T07:15:03
mock-alu,grt,5_1_grt,nounbuf-prof,3,setup_hold,89.22,0.08,1376,1176,-297.59,-289.769,342,124.7,de0534be491b6f4c59e7,0.95,2026-09-11T07:20:23
mock-alu,grt,5_1_grt,nounbuf-prof,3,post_grt_wns,0.95,,1,0,-291.898,-291.898,137,124.7,de0534be491b6f4c59e7,0.95,2026-09-11T07:20:23
mock-alu,grt,5_1_grt,tns20-prof,1,setup_hold,117.23,0.08,1074,75,-297.59,-287.187,342,152.38,f370c4c080e23991782a,0.85,2026-09-11T06:09:19
mock-alu,grt,5_1_grt,tns20-prof,1,post_grt_wns,0.91,,1,0,-290.939,-290.939,271,152.38,f370c4c080e23991782a,0.85,2026-09-11T06:09:19
mock-alu,grt,5_1_grt,tns20-prof,2,setup_hold,117.79,0.08,1074,75,-297.59,-287.187,342,153.29,f370c4c080e23991782a,0.89,2026-09-11T06:14:53
mock-alu,grt,5_1_grt,tns20-prof,2,post_grt_wns,0.84,,1,0,-290.939,-290.939,271,153.29,f370c4c080e23991782a,0.89,2026-09-11T06:14:53
mock-alu,grt,5_1_grt,tns20-prof,3,setup_hold,117.25,0.08,1074,75,-297.59,-287.187,342,152.31,f370c4c080e23991782a,0.99,2026-09-11T06:20:25
mock-alu,grt,5_1_grt,tns20-prof,3,post_grt_wns,0.92,,1,0,-290.939,-290.939,271,152.31,f370c4c080e23991782a,0.99,2026-09-11T06:20:25
mock-alu,grt,5_1_grt,tns5-prof,1,setup_hold,84.43,0.08,654,75,-297.59,-287.187,342,119.75,ea9ae2012e1078d73503,0.85,2026-09-11T06:25:41
mock-alu,grt,5_1_grt,tns5-prof,1,post_grt_wns,0.93,,1,0,-290.934,-290.934,260,119.75,ea9ae2012e1078d73503,0.85,2026-09-11T06:25:41
mock-alu,grt,5_1_grt,tns5-prof,2,setup_hold,82.73,0.08,654,75,-297.59,-287.187,342,117.77000000000001,ea9ae2012e1078d73503,0.98,2026-09-11T06:30:24
mock-alu,grt,5_1_grt,tns5-prof,2,post_grt_wns,0.87,,1,0,-290.934,-290.934,260,117.77000000000001,ea9ae2012e1078d73503,0.98,2026-09-11T06:30:24
mock-alu,grt,5_1_grt,tns5-prof,3,setup_hold,84.26,0.08,654,75,-297.59,-287.187,342,119.33,b5a4c5a14659734d0398,0.98,2026-09-11T06:34:54
mock-alu,grt,5_1_grt,tns5-prof,3,post_grt_wns,0.94,,1,0,-290.934,-290.934,260,119.33,b5a4c5a14659734d0398,0.98,2026-09-11T06:34:54
mock-cpu,cts,4_1_cts,base,1,setup_hold,3.59,0.29,8,5,-5.999,0.745,4,29.23,f76a95f6294ca764ea2a,0.98,2026-09-10T22:24:24
mock-cpu,floorplan,2_1_floorplan,base,1,floorplan_setup,0.59,,0,,,,,7.83,7110d28b2b69be0693ff,0.97,2026-09-10T22:23:53
mock-cpu,grt,5_1_grt,base,1,setup_hold,3.44,0.41,4,4,-9.081,8.106,1,131.17,de7bc0911c241f8788cb,0.95,2026-09-10T22:26:51
mock-cpu,grt,5_1_grt,base,1,post_grt_wns,1.7,,0,,,,,131.17,de7bc0911c241f8788cb,0.95,2026-09-10T22:26:51
riscv32i,cts,4_1_cts,base,1,setup_hold,39.62,0.03,1181,306,-45.449,0.521,964,52.51,f756b2a7810afd7984ce,0.81,2026-09-10T22:32:52
riscv32i,cts,4_1_cts,base-p0067,1,setup_hold,30.56,0.03,1181,306,-45.449,0.521,964,43.29,f756b2a7810afd7984ce,0.89,2026-09-11T16:25:32
riscv32i,cts,4_1_cts,base-p0067,2,setup_hold,30.7,0.03,1181,306,-45.449,0.521,964,43.5,f756b2a7810afd7984ce,0.98,2026-09-11T16:27:46
riscv32i,cts,4_1_cts,base-p0067,3,setup_hold,30.4,0.03,1181,306,-45.449,0.521,964,43.09,f756b2a7810afd7984ce,0.81,2026-09-11T16:30:15
riscv32i,cts,4_1_cts,base-p006700680069,1,setup_hold,24.33,0.03,600,222,-47.733,0.978,990,36.73,205d57e8a24e31a1b00a,0.85,2026-09-12T00:11:10
riscv32i,cts,4_1_cts,base-p006700680069,2,setup_hold,24.23,0.03,600,222,-47.733,0.978,990,36.65,205d57e8a24e31a1b00a,0.97,2026-09-12T00:12:02
riscv32i,cts,4_1_cts,base-p006700680069,3,setup_hold,24.29,0.03,600,222,-47.733,0.978,990,36.54,205d57e8a24e31a1b00a,0.88,2026-09-12T00:13:24
riscv32i,cts,4_1_cts,base-p0068,1,setup_hold,39.08,0.03,1181,306,-45.449,0.521,964,51.87,f756b2a7810afd7984ce,0.87,2026-09-11T19:03:41
riscv32i,cts,4_1_cts,base-p0068,2,setup_hold,38.36,0.03,1181,306,-45.449,0.521,964,51.21,f756b2a7810afd7984ce,0.90,2026-09-11T19:04:48
riscv32i,cts,4_1_cts,base-p0068,3,setup_hold,39.67,0.03,1181,306,-45.449,0.521,964,52.56,f756b2a7810afd7984ce,0.84,2026-09-11T19:07:11
riscv32i,cts,4_1_cts,base-p0069,1,setup_hold,27.51,0.03,600,222,-47.733,0.978,990,39.86,205d57e8a24e31a1b00a,0.97,2026-09-11T21:49:32
riscv32i,cts,4_1_cts,base-p0069,2,setup_hold,27.65,0.03,600,222,-47.733,0.978,990,40.02,205d57e8a24e31a1b00a,1.00,2026-09-11T21:50:28
riscv32i,cts,4_1_cts,base-p0069,3,setup_hold,27.45,0.03,600,222,-47.733,0.978,990,39.86,205d57e8a24e31a1b00a,0.79,2026-09-11T21:52:08
riscv32i,cts,4_1_cts,base-prof,1,setup_hold,38.02,0.03,1181,306,-45.449,0.521,964,50.74,f756b2a7810afd7984ce,0.84,2026-09-10T23:43:11
riscv32i,cts,4_1_cts,base-prof,2,setup_hold,40.19,0.03,1181,306,-45.449,0.521,964,53.1,f756b2a7810afd7984ce,0.79,2026-09-11T01:57:04
riscv32i,cts,4_1_cts,base-prof,3,setup_hold,40.35,0.03,1181,306,-45.449,0.521,964,53.26,f756b2a7810afd7984ce,0.91,2026-09-11T01:59:27
riscv32i,cts,4_1_cts,footprint-prof,1,setup_hold,40.28,0.03,1181,306,-45.449,0.521,964,53.2,f756b2a7810afd7984ce,0.94,2026-09-11T02:30:02
riscv32i,cts,4_1_cts,footprint-prof,2,setup_hold,39.95,0.03,1181,306,-45.449,0.521,964,52.83,f756b2a7810afd7984ce,0.93,2026-09-11T02:31:25
riscv32i,cts,4_1_cts,footprint-prof,3,setup_hold,39.47,0.03,1181,306,-45.449,0.521,964,52.23,f756b2a7810afd7984ce,0.85,2026-09-11T02:33:33
riscv32i,cts,4_1_cts,noclone-prof,1,setup_hold,36.06,0.03,1150,458,-45.449,-0.543,964,49.0,2490b8e8ac451e88786f,0.95,2026-09-11T02:18:20
riscv32i,cts,4_1_cts,noclone-prof,2,setup_hold,36.36,0.03,1150,458,-45.449,-0.543,964,49.29,2490b8e8ac451e88786f,0.80,2026-09-11T02:20:10
riscv32i,cts,4_1_cts,noclone-prof,3,setup_hold,35.94,0.03,1150,458,-45.449,-0.543,964,48.88,2490b8e8ac451e88786f,0.81,2026-09-11T02:22:14
riscv32i,cts,4_1_cts,nogasp-prof,1,setup_hold,39.65,0.03,1181,306,-45.449,0.521,964,52.5,f756b2a7810afd7984ce,0.84,2026-09-11T02:13:29
riscv32i,cts,4_1_cts,nogasp-prof,2,setup_hold,39.97,0.03,1181,306,-45.449,0.521,964,52.84,f756b2a7810afd7984ce,0.88,2026-09-11T02:15:07
riscv32i,cts,4_1_cts,nogasp-prof,3,setup_hold,40.08,0.03,1181,306,-45.449,0.521,964,52.97,f756b2a7810afd7984ce,0.85,2026-09-11T02:17:01
riscv32i,cts,4_1_cts,nounbuf-prof,1,setup_hold,39.79,0.03,1181,306,-45.449,0.521,964,52.55,f756b2a7810afd7984ce,0.94,2026-09-11T02:23:53
riscv32i,cts,4_1_cts,nounbuf-prof,2,setup_hold,39.51,0.03,1181,306,-45.449,0.521,964,52.26,f756b2a7810afd7984ce,0.87,2026-09-11T02:26:00
riscv32i,cts,4_1_cts,nounbuf-prof,3,setup_hold,39.73,0.03,1181,306,-45.449,0.521,964,52.51,f756b2a7810afd7984ce,0.80,2026-09-11T02:28:23
riscv32i,cts,4_1_cts,tns20-prof,1,setup_hold,31.39,0.03,409,306,-45.449,0.521,964,44.21,f756b2a7810afd7984ce,0.91,2026-09-11T02:01:12
riscv32i,cts,4_1_cts,tns20-prof,2,setup_hold,31.67,0.03,409,306,-45.449,0.521,964,44.55,f756b2a7810afd7984ce,0.93,2026-09-11T02:03:27
riscv32i,cts,4_1_cts,tns20-prof,3,setup_hold,31.38,0.03,409,306,-45.449,0.521,964,44.2,f756b2a7810afd7984ce,0.95,2026-09-11T02:05:42
riscv32i,cts,4_1_cts,tns5-prof,1,setup_hold,29.95,0.03,266,205,-45.449,-0.002,964,42.83,e98e68cdbc45fc490d00,0.99,2026-09-11T02:07:55
riscv32i,cts,4_1_cts,tns5-prof,2,setup_hold,29.9,0.03,266,205,-45.449,-0.002,964,42.61,e98e68cdbc45fc490d00,0.86,2026-09-11T02:09:23
riscv32i,cts,4_1_cts,tns5-prof,3,setup_hold,29.83,0.03,266,205,-45.449,-0.002,964,42.7,e98e68cdbc45fc490d00,0.88,2026-09-11T02:11:21
riscv32i,floorplan,2_1_floorplan,base,1,floorplan_setup,33.27,,1200,1130,-3164.058,-955.716,1259,37.97,eab38dca4c0d6a6d36df,0.97,2026-09-10T22:30:13
riscv32i,floorplan,2_1_floorplan,base-p0067,1,floorplan_setup,25.75,,1200,1130,-3164.058,-955.716,1259,30.51,eab38dca4c0d6a6d36df,0.93,2026-09-11T16:18:35
riscv32i,floorplan,2_1_floorplan,base-p0067,2,floorplan_setup,26.11,,1200,1130,-3164.058,-955.716,1259,30.87,eab38dca4c0d6a6d36df,0.89,2026-09-11T16:20:04
riscv32i,floorplan,2_1_floorplan,base-p0067,3,floorplan_setup,25.39,,1200,1130,-3164.058,-955.716,1259,30.07,eab38dca4c0d6a6d36df,0.87,2026-09-11T16:22:03
riscv32i,floorplan,2_1_floorplan,base-p006700680069,1,floorplan_setup,24.01,,1100,162,-3164.058,-956.274,1259,28.84,c348947fac611fb477b5,0.80,2026-09-12T00:03:08
riscv32i,floorplan,2_1_floorplan,base-p006700680069,2,floorplan_setup,24.18,,1100,162,-3164.058,-956.274,1259,28.88,c348947fac611fb477b5,0.83,2026-09-12T00:05:20
riscv32i,floorplan,2_1_floorplan,base-p006700680069,3,floorplan_setup,23.92,,1100,162,-3164.058,-956.274,1259,28.72,c348947fac611fb477b5,0.95,2026-09-12T00:07:18
riscv32i,floorplan,2_1_floorplan,base-p0068,1,floorplan_setup,33.62,,1200,1130,-3164.058,-955.716,1259,38.41,eab38dca4c0d6a6d36df,0.90,2026-09-11T18:54:58
riscv32i,floorplan,2_1_floorplan,base-p0068,2,floorplan_setup,33.11,,1200,1130,-3164.058,-955.716,1259,37.87,eab38dca4c0d6a6d36df,0.88,2026-09-11T18:56:50
riscv32i,floorplan,2_1_floorplan,base-p0068,3,floorplan_setup,33.16,,1200,1130,-3164.058,-955.716,1259,37.9,eab38dca4c0d6a6d36df,0.90,2026-09-11T18:59:11
riscv32i,floorplan,2_1_floorplan,base-p0069,1,floorplan_setup,30.18,,1100,162,-3164.058,-956.274,1259,34.88,c348947fac611fb477b5,0.89,2026-09-11T21:41:08
riscv32i,floorplan,2_1_floorplan,base-p0069,2,floorplan_setup,30.78,,1100,162,-3164.058,-956.274,1259,35.52,c348947fac611fb477b5,0.90,2026-09-11T21:42:42
riscv32i,floorplan,2_1_floorplan,base-p0069,3,floorplan_setup,30.38,,1100,162,-3164.058,-956.274,1259,35.08,c348947fac611fb477b5,0.99,2026-09-11T21:45:01
riscv32i,floorplan,2_1_floorplan,base-prof,1,floorplan_setup,32.75,,1200,1130,-3164.058,-955.716,1259,37.41,eab38dca4c0d6a6d36df,0.81,2026-09-10T23:38:27
riscv32i,floorplan,2_1_floorplan,base-prof,2,floorplan_setup,33.51,,1200,1130,-3164.058,-955.716,1259,38.24,eab38dca4c0d6a6d36df,0.93,2026-09-11T16:00:19
riscv32i,floorplan,2_1_floorplan,base-prof,3,floorplan_setup,33.55,,1200,1130,-3164.058,-955.716,1259,38.32,eab38dca4c0d6a6d36df,0.90,2026-09-11T16:01:41
riscv32i,grt,5_1_grt,base,1,setup_hold,323.26,0.06,1500,231,-24.058,-15.823,860,351.21,bb03ff2d840ce28fc387,0.94,2026-09-10T22:39:00
riscv32i,grt,5_1_grt,base,1,post_grt_wns,0.72,,1,0,-16.219,-16.219,344,351.21,bb03ff2d840ce28fc387,0.94,2026-09-10T22:39:00
riscv32i,grt,5_1_grt,base-p0067,1,setup_hold,314.5,0.06,1500,231,-24.058,-15.823,860,342.43,bb03ff2d840ce28fc387,0.81,2026-09-11T16:38:47
riscv32i,grt,5_1_grt,base-p0067,1,post_grt_wns,0.71,,1,0,-16.219,-16.219,344,342.43,bb03ff2d840ce28fc387,0.81,2026-09-11T16:38:47
riscv32i,grt,5_1_grt,base-p0067,2,setup_hold,315.45,0.06,1500,231,-24.058,-15.823,860,343.24,bb03ff2d840ce28fc387,0.89,2026-09-11T16:48:00
riscv32i,grt,5_1_grt,base-p0067,2,post_grt_wns,0.68,,1,0,-16.219,-16.219,344,343.24,bb03ff2d840ce28fc387,0.89,2026-09-11T16:48:00
riscv32i,grt,5_1_grt,base-p0067,3,setup_hold,314.8,0.06,1500,231,-24.058,-15.823,860,342.64,bb03ff2d840ce28fc387,0.85,2026-09-11T16:56:59
riscv32i,grt,5_1_grt,base-p0067,3,post_grt_wns,0.7,,1,0,-16.219,-16.219,344,342.64,bb03ff2d840ce28fc387,0.85,2026-09-11T16:56:59
riscv32i,grt,5_1_grt,base-p006700680069,1,setup_hold,24.56,0.06,500,180,-24.764,0.231,767,51.99,d63ae26bc13dd7995364,0.85,2026-09-12T00:16:27
riscv32i,grt,5_1_grt,base-p006700680069,1,post_grt_wns,0.62,,1,0,-3.84,-3.84,91,51.99,d63ae26bc13dd7995364,0.85,2026-09-12T00:16:27
riscv32i,grt,5_1_grt,base-p006700680069,2,setup_hold,24.35,0.06,500,180,-24.764,0.231,767,51.51,d63ae26bc13dd7995364,0.89,2026-09-12T00:19:49
riscv32i,grt,5_1_grt,base-p006700680069,2,post_grt_wns,0.7,,1,0,-3.84,-3.84,91,51.51,d63ae26bc13dd7995364,0.89,2026-09-12T00:19:49
riscv32i,grt,5_1_grt,base-p006700680069,3,setup_hold,24.79,0.06,500,180,-24.764,0.231,767,52.26,d63ae26bc13dd7995364,0.86,2026-09-12T00:23:11
riscv32i,grt,5_1_grt,base-p006700680069,3,post_grt_wns,0.63,,1,0,-3.84,-3.84,91,52.26,d63ae26bc13dd7995364,0.86,2026-09-12T00:23:11
riscv32i,grt,5_1_grt,base-p0068,1,setup_hold,324.56,0.06,1500,231,-24.058,-15.823,860,352.40999999999997,bb03ff2d840ce28fc387,0.92,2026-09-11T19:16:02
riscv32i,grt,5_1_grt,base-p0068,1,post_grt_wns,0.7,,1,0,-16.219,-16.219,344,352.40999999999997,bb03ff2d840ce28fc387,0.92,2026-09-11T19:16:02
riscv32i,grt,5_1_grt,base-p0068,2,setup_hold,325.71,0.06,1500,231,-24.058,-15.823,860,354.0,bb03ff2d840ce28fc387,0.88,2026-09-11T19:24:57
riscv32i,grt,5_1_grt,base-p0068,2,post_grt_wns,0.73,,1,0,-16.219,-16.219,344,354.0,bb03ff2d840ce28fc387,0.88,2026-09-11T19:24:57
riscv32i,grt,5_1_grt,base-p0068,3,setup_hold,326.0,0.06,1500,231,-24.058,-15.823,860,354.0,bb03ff2d840ce28fc387,0.85,2026-09-11T19:34:06
riscv32i,grt,5_1_grt,base-p0068,3,post_grt_wns,0.69,,1,0,-16.219,-16.219,344,354.0,bb03ff2d840ce28fc387,0.85,2026-09-11T19:34:06
riscv32i,grt,5_1_grt,base-p0069,1,setup_hold,27.48,0.06,500,180,-24.764,0.231,767,54.94,d63ae26bc13dd7995364,0.90,2026-09-11T21:54:47
