design,stage,substep,arm,repeat,call,setup_s,hold_s,passes,last_improving_iter,wns_start_ps,wns_end_ps,endpoints,substep_wall_s,result_sha1,loadavg_at_start,recorded_at
mock-alu,grt,5_1_grt,tns20-prof,2,post_grt_wns,0.84,,1,0,-290.939,-290.939,271,153.29,f370c4c080e23991782a,0.89,2026-09-11T06:14:53
mock-alu,grt,5_1_grt,tns20-prof,3,setup_hold,117.25,0.08,1074,75,-297.59,-287.187,342,152.31,f370c4c080e23991782a,0.99,2026-09-11T06:20:25
mock-alu,grt,5_1_grt,tns20-prof,3,post_grt_wns,0.92,,1,0,-290.939,-290.939,271,152.31,f370c4c080e23991782a,0.99,2026-09-11T06:20:25
mock-alu,grt,5_1_grt,tns5-prof,1,setup_hold,84.43,0.08,654,75,-297.59,-287.187,342,119.75,ea9ae2012e1078d73503,0.85,2026-09-11T06:25:41
mock-alu,grt,5_1_grt,tns5-prof,1,post_grt_wns,0.93,,1,0,-290.934,-290.934,260,119.75,ea9ae2012e1078d73503,0.85,2026-09-11T06:25:41
mock-alu,grt,5_1_grt,tns5-prof,2,setup_hold,82.73,0.08,654,75,-297.59,-287.187,342,117.77000000000001,ea9ae2012e1078d73503,0.98,2026-09-11T06:30:24
mock-alu,grt,5_1_grt,tns5-prof,2,post_grt_wns,0.87,,1,0,-290.934,-290.934,260,117.77000000000001,ea9ae2012e1078d73503,0.98,2026-09-11T06:30:24
mock-alu,grt,5_1_grt,tns5-prof,3,setup_hold,84.26,0.08,654,75,-297.59,-287.187,342,119.33,b5a4c5a14659734d0398,0.98,2026-09-11T06:34:54
mock-alu,grt,5_1_grt,tns5-prof,3,post_grt_wns,0.94,,1,0,-290.934,-290.934,260,119.33,b5a4c5a14659734d0398,0.98,2026-09-11T06:34:54
mock-cpu,cts,4_1_cts,base,1,setup_hold,3.59,0.29,8,5,-5.999,0.745,4,29.23,f76a95f6294ca764ea2a,0.98,2026-09-10T22:24:24
mock-cpu,floorplan,2_1_floorplan,base,1,floorplan_setup,0.59,,0,,,,,7.83,7110d28b2b69be0693ff,0.97,2026-09-10T22:23:53
mock-cpu,full,2_1_floorplan,base-p00670068,1,floorplan_setup,0.58,,0,,,,,7.81,7110d28b2b69be0693ff,0.80,2026-09-12T21:06:47
mock-cpu,full,4_1_cts,base-p00670068,1,setup_hold,3.49,0.28,8,5,-5.999,0.745,4,28.76,f76a95f6294ca764ea2a,0.80,2026-09-12T21:06:47
mock-cpu,full,5_1_grt,base-p00670068,1,setup_hold,3.38,0.41,4,4,-9.081,8.106,1,130.61,de7bc0911c241f8788cb,0.80,2026-09-12T21:06:47
mock-cpu,full,5_1_grt,base-p00670068,1,post_grt_wns,1.68,,0,,,,,130.61,de7bc0911c241f8788cb,0.80,2026-09-12T21:06:47
mock-cpu,full,2_1_floorplan,base-p0069,1,floorplan_setup,0.59,,0,,,,,7.84,7110d28b2b69be0693ff,0.96,2026-09-13T03:47:27
mock-cpu,full,4_1_cts,base-p0069,1,setup_hold,3.5,0.29,8,5,-5.999,0.745,4,29.04,f76a95f6294ca764ea2a,0.96,2026-09-13T03:47:27
mock-cpu,full,5_1_grt,base-p0069,1,setup_hold,3.39,0.41,4,4,-9.081,8.106,1,130.71,de7bc0911c241f8788cb,0.96,2026-09-13T03:47:27
mock-cpu,full,5_1_grt,base-p0069,1,post_grt_wns,1.72,,0,,,,,130.71,de7bc0911c241f8788cb,0.96,2026-09-13T03:47:27
mock-cpu,full,2_1_floorplan,base-p0074,1,floorplan_setup,0.56,,0,,,,,7.76,7110d28b2b69be0693ff,0.78,2026-09-13T00:27:39
mock-cpu,full,4_1_cts,base-p0074,1,setup_hold,3.43,0.28,8,5,-5.999,0.745,4,28.51,f76a95f6294ca764ea2a,0.78,2026-09-13T00:27:39
mock-cpu,full,5_1_grt,base-p0074,1,setup_hold,3.41,0.41,4,4,-9.081,8.106,1,127.22,de7bc0911c241f8788cb,0.78,2026-09-13T00:27:39
mock-cpu,full,5_1_grt,base-p0074,1,post_grt_wns,1.71,,0,,,,,127.22,de7bc0911c241f8788cb,0.78,2026-09-13T00:27:39
mock-cpu,full,2_1_floorplan,base-p0077,1,floorplan_setup,0.6,,0,,,,,7.97,7110d28b2b69be0693ff,1.00,2026-09-13T20:02:16
mock-cpu,full,4_1_cts,base-p0077,1,setup_hold,3.45,0.28,8,5,-5.999,0.745,4,28.78,f76a95f6294ca764ea2a,1.00,2026-09-13T20:02:16
mock-cpu,full,5_1_grt,base-p0077,1,setup_hold,3.44,0.41,4,4,-9.081,8.106,1,133.37,de7bc0911c241f8788cb,1.00,2026-09-13T20:02:16
mock-cpu,full,5_1_grt,base-p0077,1,post_grt_wns,1.74,,0,,,,,133.37,de7bc0911c241f8788cb,1.00,2026-09-13T20:02:16
mock-cpu,grt,5_1_grt,base,1,setup_hold,3.44,0.41,4,4,-9.081,8.106,1,131.17,de7bc0911c241f8788cb,0.95,2026-09-10T22:26:51
mock-cpu,grt,5_1_grt,base,1,post_grt_wns,1.7,,0,,,,,131.17,de7bc0911c241f8788cb,0.95,2026-09-10T22:26:51
riscv32i,cts,4_1_cts,base,1,setup_hold,39.62,0.03,1181,306,-45.449,0.521,964,52.51,f756b2a7810afd7984ce,0.81,2026-09-10T22:32:52
riscv32i,cts,4_1_cts,base-p0067,1,setup_hold,30.56,0.03,1181,306,-45.449,0.521,964,43.29,f756b2a7810afd7984ce,0.89,2026-09-11T16:25:32
riscv32i,cts,4_1_cts,base-p0067,2,setup_hold,30.7,0.03,1181,306,-45.449,0.521,964,43.5,f756b2a7810afd7984ce,0.98,2026-09-11T16:27:46
riscv32i,cts,4_1_cts,base-p0067,3,setup_hold,30.4,0.03,1181,306,-45.449,0.521,964,43.09,f756b2a7810afd7984ce,0.81,2026-09-11T16:30:15
riscv32i,cts,4_1_cts,base-p00670068,1,setup_hold,30.41,0.03,1181,306,-45.449,0.521,964,43.17,f756b2a7810afd7984ce,0.97,2026-09-14T03:36:59
riscv32i,cts,4_1_cts,base-p00670068,2,setup_hold,30.4,0.03,1181,306,-45.449,0.521,964,43.15,f756b2a7810afd7984ce,0.89,2026-09-14T03:38:58
riscv32i,cts,4_1_cts,base-p00670068,3,setup_hold,30.45,0.03,1181,306,-45.449,0.521,964,43.16,f756b2a7810afd7984ce,0.88,2026-09-14T03:41:26
riscv32i,cts,4_1_cts,base-p006700680069,1,setup_hold,24.33,0.03,600,222,-47.733,0.978,990,36.73,205d57e8a24e31a1b00a,0.85,2026-09-12T00:11:10
riscv32i,cts,4_1_cts,base-p006700680069,2,setup_hold,24.23,0.03,600,222,-47.733,0.978,990,36.65,205d57e8a24e31a1b00a,0.97,2026-09-12T00:12:02
riscv32i,cts,4_1_cts,base-p006700680069,3,setup_hold,24.29,0.03,600,222,-47.733,0.978,990,36.54,205d57e8a24e31a1b00a,0.88,2026-09-12T00:13:24
riscv32i,cts,4_1_cts,base-p0068,1,setup_hold,39.08,0.03,1181,306,-45.449,0.521,964,51.87,f756b2a7810afd7984ce,0.87,2026-09-11T19:03:41
riscv32i,cts,4_1_cts,base-p0068,2,setup_hold,38.36,0.03,1181,306,-45.449,0.521,964,51.21,f756b2a7810afd7984ce,0.90,2026-09-11T19:04:48
riscv32i,cts,4_1_cts,base-p0068,3,setup_hold,39.67,0.03,1181,306,-45.449,0.521,964,52.56,f756b2a7810afd7984ce,0.84,2026-09-11T19:07:11
riscv32i,cts,4_1_cts,base-p0069,1,setup_hold,27.51,0.03,600,222,-47.733,0.978,990,39.86,205d57e8a24e31a1b00a,0.97,2026-09-11T21:49:32
riscv32i,cts,4_1_cts,base-p0069,2,setup_hold,27.65,0.03,600,222,-47.733,0.978,990,40.02,205d57e8a24e31a1b00a,1.00,2026-09-11T21:50:28
riscv32i,cts,4_1_cts,base-p0069,3,setup_hold,27.45,0.03,600,222,-47.733,0.978,990,39.86,205d57e8a24e31a1b00a,0.79,2026-09-11T21:52:08
riscv32i,cts,4_1_cts,base-p0070,1,setup_hold,23.14,0.03,256,160,-38.42,-3.138,795,36.02,550ee980a1d9ec7ca6d9,0.96,2026-09-12T04:50:16
riscv32i,cts,4_1_cts,base-p0070,2,setup_hold,23.28,0.03,256,160,-38.42,-3.138,795,36.2,550ee980a1d9ec7ca6d9,0.98,2026-09-12T04:50:53
riscv32i,cts,4_1_cts,base-p0070,3,setup_hold,23.06,0.03,256,160,-38.42,-3.138,795,35.86,550ee980a1d9ec7ca6d9,0.95,2026-09-12T04:52:29
riscv32i,cts,4_1_cts,base-p0071,1,setup_hold,30.61,0.03,1181,306,-45.449,0.521,964,43.42,f756b2a7810afd7984ce,0.80,2026-09-12T07:01:01
riscv32i,cts,4_1_cts,base-p0071,2,setup_hold,30.12,0.03,1181,306,-45.449,0.521,964,42.84,f756b2a7810afd7984ce,0.79,2026-09-12T07:03:00
riscv32i,cts,4_1_cts,base-p0071,3,setup_hold,30.26,0.03,1181,306,-45.449,0.521,964,42.98,f756b2a7810afd7984ce,0.82,2026-09-12T07:04:13
riscv32i,cts,4_1_cts,base-p0072,1,setup_hold,30.45,0.03,1181,306,-45.449,0.521,964,43.11,f756b2a7810afd7984ce,0.84,2026-09-12T09:18:39
riscv32i,cts,4_1_cts,base-p0072,2,setup_hold,30.73,0.03,1181,306,-45.449,0.521,964,43.55,f756b2a7810afd7984ce,0.94,2026-09-12T09:21:08
riscv32i,cts,4_1_cts,base-p0072,3,setup_hold,30.52,0.03,1181,306,-45.449,0.521,964,43.36,f756b2a7810afd7984ce,0.79,2026-09-12T09:23:37
riscv32i,cts,4_1_cts,base-p0073,1,setup_hold,21.05,0.03,227,160,-38.42,-3.138,795,34.05,550ee980a1d9ec7ca6d9,0.98,2026-09-12T11:51:10
riscv32i,cts,4_1_cts,base-p0073,2,setup_hold,21.13,0.03,227,160,-38.42,-3.138,795,34.03,550ee980a1d9ec7ca6d9,0.84,2026-09-12T11:52:14
riscv32i,cts,4_1_cts,base-p0073,3,setup_hold,20.88,0.03,227,160,-38.42,-3.138,795,33.63,550ee980a1d9ec7ca6d9,0.85,2026-09-12T11:53:33
riscv32i,cts,4_1_cts,base-p0073-K10,1,setup_hold,20.33,0.03,184,160,-38.42,-3.138,795,33.25,01177078c98c7957b6e2,0.90,2026-09-12T03:19:57
riscv32i,cts,4_1_cts,base-p0073-K20,1,setup_hold,20.83,0.03,227,160,-38.42,-3.138,795,33.62,550ee980a1d9ec7ca6d9,0.83,2026-09-12T03:42:54
riscv32i,cts,4_1_cts,base-p0073-K50,1,setup_hold,22.24,0.03,500,160,-38.42,-3.138,795,35.14,550ee980a1d9ec7ca6d9,0.80,2026-09-12T03:57:12
riscv32i,cts,4_1_cts,base-p0073-N100,1,setup_hold,20.86,0.03,227,160,-38.42,-3.138,795,33.86,550ee980a1d9ec7ca6d9,0.90,2026-09-12T04:13:34
riscv32i,cts,4_1_cts,base-p0073-N500,1,setup_hold,21.06,0.03,227,160,-38.42,-3.138,795,33.99,550ee980a1d9ec7ca6d9,0.79,2026-09-12T04:28:21
riscv32i,cts,4_1_cts,base-p0074,1,setup_hold,24.55,0.03,600,222,-47.733,0.978,990,37.18,205d57e8a24e31a1b00a,0.93,2026-09-12T14:30:35
riscv32i,cts,4_1_cts,base-p0074,2,setup_hold,24.51,0.03,600,222,-47.733,0.978,990,37.04,205d57e8a24e31a1b00a,0.98,2026-09-12T14:31:57
riscv32i,cts,4_1_cts,base-p0074,3,setup_hold,24.37,0.03,600,222,-47.733,0.978,990,36.9,205d57e8a24e31a1b00a,0.95,2026-09-12T14:33:35
riscv32i,cts,4_1_cts,base-p0074v2,1,setup_hold,18.47,0.03,600,130,-62.686,0.254,992,31.36,80f7f1018350583b5469,0.83,2026-09-12T19:04:55
riscv32i,cts,4_1_cts,base-p0077,1,setup_hold,30.98,0.03,1181,306,-45.449,0.521,964,44.11,f756b2a7810afd7984ce,0.90,2026-09-13T17:55:40
riscv32i,cts,4_1_cts,base-prof,1,setup_hold,38.02,0.03,1181,306,-45.449,0.521,964,50.74,f756b2a7810afd7984ce,0.84,2026-09-10T23:43:11
riscv32i,cts,4_1_cts,base-prof,2,setup_hold,40.19,0.03,1181,306,-45.449,0.521,964,53.1,f756b2a7810afd7984ce,0.79,2026-09-11T01:57:04
riscv32i,cts,4_1_cts,base-prof,3,setup_hold,40.35,0.03,1181,306,-45.449,0.521,964,53.26,f756b2a7810afd7984ce,0.91,2026-09-11T01:59:27
riscv32i,cts,4_1_cts,footprint-prof,1,setup_hold,40.28,0.03,1181,306,-45.449,0.521,964,53.2,f756b2a7810afd7984ce,0.94,2026-09-11T02:30:02
riscv32i,cts,4_1_cts,footprint-prof,2,setup_hold,39.95,0.03,1181,306,-45.449,0.521,964,52.83,f756b2a7810afd7984ce,0.93,2026-09-11T02:31:25
riscv32i,cts,4_1_cts,footprint-prof,3,setup_hold,39.47,0.03,1181,306,-45.449,0.521,964,52.23,f756b2a7810afd7984ce,0.85,2026-09-11T02:33:33
riscv32i,cts,4_1_cts,noclone-prof,1,setup_hold,36.06,0.03,1150,458,-45.449,-0.543,964,49.0,2490b8e8ac451e88786f,0.95,2026-09-11T02:18:20
riscv32i,cts,4_1_cts,noclone-prof,2,setup_hold,36.36,0.03,1150,458,-45.449,-0.543,964,49.29,2490b8e8ac451e88786f,0.80,2026-09-11T02:20:10
riscv32i,cts,4_1_cts,noclone-prof,3,setup_hold,35.94,0.03,1150,458,-45.449,-0.543,964,48.88,2490b8e8ac451e88786f,0.81,2026-09-11T02:22:14
riscv32i,cts,4_1_cts,nogasp-prof,1,setup_hold,39.65,0.03,1181,306,-45.449,0.521,964,52.5,f756b2a7810afd7984ce,0.84,2026-09-11T02:13:29
riscv32i,cts,4_1_cts,nogasp-prof,2,setup_hold,39.97,0.03,1181,306,-45.449,0.521,964,52.84,f756b2a7810afd7984ce,0.88,2026-09-11T02:15:07
riscv32i,cts,4_1_cts,nogasp-prof,3,setup_hold,40.08,0.03,1181,306,-45.449,0.521,964,52.97,f756b2a7810afd7984ce,0.85,2026-09-11T02:17:01
riscv32i,cts,4_1_cts,nounbuf-prof,1,setup_hold,39.79,0.03,1181,306,-45.449,0.521,964,52.55,f756b2a7810afd7984ce,0.94,2026-09-11T02:23:53
riscv32i,cts,4_1_cts,nounbuf-prof,2,setup_hold,39.51,0.03,1181,306,-45.449,0.521,964,52.26,f756b2a7810afd7984ce,0.87,2026-09-11T02:26:00
riscv32i,cts,4_1_cts,nounbuf-prof,3,setup_hold,39.73,0.03,1181,306,-45.449,0.521,964,52.51,f756b2a7810afd7984ce,0.80,2026-09-11T02:28:23
riscv32i,cts,4_1_cts,tns20-prof,1,setup_hold,31.39,0.03,409,306,-45.449,0.521,964,44.21,f756b2a7810afd7984ce,0.91,2026-09-11T02:01:12
riscv32i,cts,4_1_cts,tns20-prof,2,setup_hold,31.67,0.03,409,306,-45.449,0.521,964,44.55,f756b2a7810afd7984ce,0.93,2026-09-11T02:03:27
riscv32i,cts,4_1_cts,tns20-prof,3,setup_hold,31.38,0.03,409,306,-45.449,0.521,964,44.2,f756b2a7810afd7984ce,0.95,2026-09-11T02:05:42
riscv32i,cts,4_1_cts,tns5-prof,1,setup_hold,29.95,0.03,266,205,-45.449,-0.002,964,42.83,e98e68cdbc45fc490d00,0.99,2026-09-11T02:07:55
riscv32i,cts,4_1_cts,tns5-prof,2,setup_hold,29.9,0.03,266,205,-45.449,-0.002,964,42.61,e98e68cdbc45fc490d00,0.86,2026-09-11T02:09:23
riscv32i,cts,4_1_cts,tns5-prof,3,setup_hold,29.83,0.03,266,205,-45.449,-0.002,964,42.7,e98e68cdbc45fc490d00,0.88,2026-09-11T02:11:21
riscv32i,floorplan,2_1_floorplan,base,1,floorplan_setup,33.27,,1200,1130,-3164.058,-955.716,1259,37.97,eab38dca4c0d6a6d36df,0.97,2026-09-10T22:30:13
riscv32i,floorplan,2_1_floorplan,base-p0067,1,floorplan_setup,25.75,,1200,1130,-3164.058,-955.716,1259,30.51,eab38dca4c0d6a6d36df,0.93,2026-09-11T16:18:35
riscv32i,floorplan,2_1_floorplan,base-p0067,2,floorplan_setup,26.11,,1200,1130,-3164.058,-955.716,1259,30.87,eab38dca4c0d6a6d36df,0.89,2026-09-11T16:20:04
riscv32i,floorplan,2_1_floorplan,base-p0067,3,floorplan_setup,25.39,,1200,1130,-3164.058,-955.716,1259,30.07,eab38dca4c0d6a6d36df,0.87,2026-09-11T16:22:03
riscv32i,floorplan,2_1_floorplan,base-p00670068,1,floorplan_setup,25.36,,1200,1130,-3164.058,-955.716,1259,30.14,eab38dca4c0d6a6d36df,0.81,2026-09-14T03:30:17
riscv32i,floorplan,2_1_floorplan,base-p00670068,2,floorplan_setup,25.47,,1200,1130,-3164.058,-955.716,1259,30.26,eab38dca4c0d6a6d36df,1.00,2026-09-14T03:31:01
riscv32i,floorplan,2_1_floorplan,base-p00670068,3,floorplan_setup,24.96,,1200,1130,-3164.058,-955.716,1259,29.7,eab38dca4c0d6a6d36df,0.86,2026-09-14T03:33:00
riscv32i,floorplan,2_1_floorplan,base-p006700680069,1,floorplan_setup,24.01,,1100,162,-3164.058,-956.274,1259,28.84,c348947fac611fb477b5,0.80,2026-09-12T00:03:08
riscv32i,floorplan,2_1_floorplan,base-p006700680069,2,floorplan_setup,24.18,,1100,162,-3164.058,-956.274,1259,28.88,c348947fac611fb477b5,0.83,2026-09-12T00:05:20
riscv32i,floorplan,2_1_floorplan,base-p006700680069,3,floorplan_setup,23.92,,1100,162,-3164.058,-956.274,1259,28.72,c348947fac611fb477b5,0.95,2026-09-12T00:07:18
riscv32i,floorplan,2_1_floorplan,base-p0068,1,floorplan_setup,33.62,,1200,1130,-3164.058,-955.716,1259,38.41,eab38dca4c0d6a6d36df,0.90,2026-09-11T18:54:58
riscv32i,floorplan,2_1_floorplan,base-p0068,2,floorplan_setup,33.11,,1200,1130,-3164.058,-955.716,1259,37.87,eab38dca4c0d6a6d36df,0.88,2026-09-11T18:56:50
riscv32i,floorplan,2_1_floorplan,base-p0068,3,floorplan_setup,33.16,,1200,1130,-3164.058,-955.716,1259,37.9,eab38dca4c0d6a6d36df,0.90,2026-09-11T18:59:11
riscv32i,floorplan,2_1_floorplan,base-p0069,1,floorplan_setup,30.18,,1100,162,-3164.058,-956.274,1259,34.88,c348947fac611fb477b5,0.89,2026-09-11T21:41:08
riscv32i,floorplan,2_1_floorplan,base-p0069,2,floorplan_setup,30.78,,1100,162,-3164.058,-956.274,1259,35.52,c348947fac611fb477b5,0.90,2026-09-11T21:42:42
riscv32i,floorplan,2_1_floorplan,base-p0069,3,floorplan_setup,30.38,,1100,162,-3164.058,-956.274,1259,35.08,c348947fac611fb477b5,0.99,2026-09-11T21:45:01
riscv32i,floorplan,2_1_floorplan,base-p0070,1,floorplan_setup,12.52,,92,72,-3164.058,-958.004,1259,17.25,b63d65378bf36f33acf7,0.87,2026-09-12T04:42:50
riscv32i,floorplan,2_1_floorplan,base-p0070,2,floorplan_setup,12.63,,92,72,-3164.058,-958.004,1259,17.35,b63d65378bf36f33acf7,0.88,2026-09-12T04:45:06
riscv32i,floorplan,2_1_floorplan,base-p0070,3,floorplan_setup,12.63,,92,72,-3164.058,-958.004,1259,17.37,b63d65378bf36f33acf7,0.96,2026-09-12T04:46:52
riscv32i,floorplan,2_1_floorplan,base-p0071,1,floorplan_setup,25.65,,1200,1130,-3164.058,-955.716,1259,30.41,eab38dca4c0d6a6d36df,0.97,2026-09-12T06:52:33
riscv32i,floorplan,2_1_floorplan,base-p0071,2,floorplan_setup,25.7,,1200,1130,-3164.058,-955.716,1259,30.46,eab38dca4c0d6a6d36df,0.90,2026-09-12T06:54:02
riscv32i,floorplan,2_1_floorplan,base-p0071,3,floorplan_setup,25.38,,1200,1130,-3164.058,-955.716,1259,30.03,eab38dca4c0d6a6d36df,0.94,2026-09-12T06:56:31
riscv32i,floorplan,2_1_floorplan,base-p0072,1,floorplan_setup,25.45,,1200,1130,-3164.058,-955.716,1259,30.16,eab38dca4c0d6a6d36df,0.88,2026-09-12T09:11:57
riscv32i,floorplan,2_1_floorplan,base-p0072,2,floorplan_setup,25.83,,1200,1130,-3164.058,-955.716,1259,30.6,eab38dca4c0d6a6d36df,0.99,2026-09-12T09:13:11
riscv32i,floorplan,2_1_floorplan,base-p0072,3,floorplan_setup,24.95,,1200,1130,-3164.058,-955.716,1259,29.66,eab38dca4c0d6a6d36df,0.85,2026-09-12T09:14:54
riscv32i,floorplan,2_1_floorplan,base-p0073,1,floorplan_setup,12.64,,92,72,-3164.058,-958.004,1259,17.42,b63d65378bf36f33acf7,0.88,2026-09-12T11:45:18
riscv32i,floorplan,2_1_floorplan,base-p0073,2,floorplan_setup,12.5,,92,72,-3164.058,-958.004,1259,17.18,b63d65378bf36f33acf7,0.94,2026-09-12T11:47:18
riscv32i,floorplan,2_1_floorplan,base-p0073,3,floorplan_setup,12.47,,92,72,-3164.058,-958.004,1259,17.18,b63d65378bf36f33acf7,0.89,2026-09-12T11:49:34
riscv32i,floorplan,2_1_floorplan,base-p0074,1,floorplan_setup,24.35,,1100,162,-3164.058,-956.274,1259,29.13,c348947fac611fb477b5,0.99,2026-09-12T14:24:01
riscv32i,floorplan,2_1_floorplan,base-p0074,2,floorplan_setup,24.34,,1100,162,-3164.058,-956.274,1259,29.13,c348947fac611fb477b5,0.91,2026-09-12T14:25:29
riscv32i,floorplan,2_1_floorplan,base-p0074,3,floorplan_setup,24.43,,1100,162,-3164.058,-956.274,1259,29.23,c348947fac611fb477b5,0.79,2026-09-12T14:26:42
riscv32i,floorplan,2_1_floorplan,base-prof,1,floorplan_setup,32.75,,1200,1130,-3164.058,-955.716,1259,37.41,eab38dca4c0d6a6d36df,0.81,2026-09-10T23:38:27
riscv32i,floorplan,2_1_floorplan,base-prof,2,floorplan_setup,33.51,,1200,1130,-3164.058,-955.716,1259,38.24,eab38dca4c0d6a6d36df,0.93,2026-09-11T16:00:19
riscv32i,floorplan,2_1_floorplan,base-prof,3,floorplan_setup,33.55,,1200,1130,-3164.058,-955.716,1259,38.32,eab38dca4c0d6a6d36df,0.90,2026-09-11T16:01:41
riscv32i,full,2_1_floorplan,base-p00670068,1,floorplan_setup,25.5,,1200,1130,-3164.058,-955.716,1259,30.24,eab38dca4c0d6a6d36df,0.95,2026-09-12T21:15:45
riscv32i,full,4_1_cts,base-p00670068,1,setup_hold,51.23,0.03,1226,320,-54.055,-4.499,992,64.02,cb1730e72ec80681ddb5,0.95,2026-09-12T21:15:45
riscv32i,full,5_1_grt,base-p00670068,1,setup_hold,83.59,0.06,1500,640,-27.207,-15.885,858,112.18,1c5d6e21c3c383f54542,0.95,2026-09-12T21:15:45
riscv32i,full,5_1_grt,base-p00670068,1,post_grt_wns,0.66,,1,0,-18.919,-18.919,476,112.18,1c5d6e21c3c383f54542,0.95,2026-09-12T21:15:45
riscv32i,full,2_1_floorplan,base-p00670068,2,floorplan_setup,25.03,,1200,1130,-3164.058,-955.716,1259,29.73,eab38dca4c0d6a6d36df,0.79,2026-09-14T02:40:46
riscv32i,full,4_1_cts,base-p00670068,2,setup_hold,50.84,0.03,1226,320,-54.055,-4.499,992,63.58,cb1730e72ec80681ddb5,0.79,2026-09-14T02:40:46
riscv32i,full,5_1_grt,base-p00670068,2,setup_hold,83.17,0.06,1500,640,-27.207,-15.885,858,111.6,1c5d6e21c3c383f54542,0.79,2026-09-14T02:40:46
riscv32i,full,5_1_grt,base-p00670068,2,post_grt_wns,0.63,,1,0,-18.919,-18.919,476,111.6,1c5d6e21c3c383f54542,0.79,2026-09-14T02:40:46
riscv32i,full,2_1_floorplan,base-p00670068,3,floorplan_setup,25.34,,1200,1130,-3164.058,-955.716,1259,30.03,eab38dca4c0d6a6d36df,0.80,2026-09-14T02:49:49
riscv32i,full,4_1_cts,base-p00670068,3,setup_hold,51.18,0.03,1226,320,-54.055,-4.499,992,63.89,cb1730e72ec80681ddb5,0.80,2026-09-14T02:49:49
riscv32i,full,5_1_grt,base-p00670068,3,setup_hold,83.13,0.06,1500,640,-27.207,-15.885,858,111.69,1c5d6e21c3c383f54542,0.80,2026-09-14T02:49:49
riscv32i,full,5_1_grt,base-p00670068,3,post_grt_wns,0.66,,1,0,-18.919,-18.919,476,111.69,1c5d6e21c3c383f54542,0.80,2026-09-14T02:49:49
riscv32i,full,2_1_floorplan,base-p0069,1,floorplan_setup,24.2,,1100,162,-3164.058,-956.274,1259,29.0,c348947fac611fb477b5,0.84,2026-09-13T03:56:22
riscv32i,full,4_1_cts,base-p0069,1,setup_hold,31.38,0.03,620,244,-56.152,-3.023,991,44.01,23171b662997c3793a2e,0.84,2026-09-13T03:56:22
riscv32i,full,5_1_grt,base-p0069,1,setup_hold,101.34,0.06,1266,310,-32.161,-9.907,861,128.61,8f4ab50a239c71245254,0.84,2026-09-13T03:56:22
riscv32i,full,5_1_grt,base-p0069,1,post_grt_wns,0.62,,1,0,-14.418,-14.418,448,128.61,8f4ab50a239c71245254,0.84,2026-09-13T03:56:22
riscv32i,full,2_1_floorplan,base-p0074,1,floorplan_setup,16.89,,400,162,-3164.058,-956.354,1259,21.52,d5fe970a8897bd5cfdb5,0.96,2026-09-13T00:35:44
riscv32i,full,4_1_cts,base-p0074,1,setup_hold,39.39,0.03,636,263,-77.16,-6.791,992,52.06,469b20feb481f7f78ea4,0.96,2026-09-13T00:35:44
riscv32i,full,5_1_grt,base-p0074,1,setup_hold,74.33,0.06,856,290,-28.446,-9.633,777,102.35,456bec72b22639e24fe7,0.96,2026-09-13T00:35:44
riscv32i,full,5_1_grt,base-p0074,1,post_grt_wns,0.67,,1,0,-10.155,-10.155,143,102.35,456bec72b22639e24fe7,0.96,2026-09-13T00:35:44
riscv32i,full,2_1_floorplan,base-p0074,2,floorplan_setup,17.32,,400,162,-3164.058,-956.354,1259,22.08,d5fe970a8897bd5cfdb5,0.99,2026-09-14T00:48:01
riscv32i,full,4_1_cts,base-p0074,2,setup_hold,39.91,0.03,636,263,-77.16,-6.791,992,52.79,469b20feb481f7f78ea4,0.99,2026-09-14T00:48:01
riscv32i,full,5_1_grt,base-p0074,2,setup_hold,74.49,0.06,856,290,-28.446,-9.633,777,102.67,456bec72b22639e24fe7,0.99,2026-09-14T00:48:01
riscv32i,full,5_1_grt,base-p0074,2,post_grt_wns,0.7,,1,0,-10.155,-10.155,143,102.67,456bec72b22639e24fe7,0.99,2026-09-14T00:48:01
riscv32i,full,2_1_floorplan,base-p0074,3,floorplan_setup,17.28,,400,162,-3164.058,-956.354,1259,22.02,d5fe970a8897bd5cfdb5,0.90,2026-09-14T00:56:34
riscv32i,full,4_1_cts,base-p0074,3,setup_hold,38.44,0.03,636,263,-77.16,-6.791,992,51.13,469b20feb481f7f78ea4,0.90,2026-09-14T00:56:34
riscv32i,full,5_1_grt,base-p0074,3,setup_hold,75.07,0.06,856,290,-28.446,-9.633,777,103.28,456bec72b22639e24fe7,0.90,2026-09-14T00:56:34
riscv32i,full,5_1_grt,base-p0074,3,post_grt_wns,0.72,,1,0,-10.155,-10.155,143,103.28,456bec72b22639e24fe7,0.90,2026-09-14T00:56:34
riscv32i,full,2_1_floorplan,base-p0077,1,floorplan_setup,25.87,,1200,1130,-3164.058,-955.716,1259,30.58,eab38dca4c0d6a6d36df,0.87,2026-09-13T20:10:45
riscv32i,full,4_1_cts,base-p0077,1,setup_hold,49.67,0.03,1226,320,-54.055,-4.499,992,62.26,cb1730e72ec80681ddb5,0.87,2026-09-13T20:10:45
riscv32i,full,5_1_grt,base-p0077,1,setup_hold,80.47,0.06,1400,642,-27.207,-15.885,858,109.28999999999999,080589e1b1e9d5df373a,0.87,2026-09-13T20:10:45
